ID,Review Date,Location,Hotel/Restaurant name,Review
rn341563624,"Reviewed January 20, 2016 ", Kata Beach,Baan Chom View,"I ordered shrimps with garlic and pepper, portion is tiny, shrimps itself also tiny, almost no pepper.
Also, I ordered banana pancake. You can see it on the photo, slices of banana just put in list of thin sheet of the dry dough.
Service I...More"
rn390872911,"Reviewed July 9, 2016 ", Kata Beach,Baan Chom View,Went to this place twice during our trip. It's a nice place to go as it has a good view but the food is just average. Would recommend for something a bit more touristy but don't expect the food to blow you away. It's one...More
rn385961080,"Reviewed June 25, 2016 ", Kata Beach,Baan Chom View,Stopped in for breakfast whilst biking around the island. The coffee was dish water - like instant coffee. I had poached eggs which were like no other eggs I have ever eaten (and not in a good way) - they tasted like they had been...More
rn385715118,"Reviewed June 24, 2016 ", Kata Beach,Baan Chom View,We found this place by accidentally and it didn't disappointed me. You'll be greeted from super friendly staff and stunning view. This is an open-air restaurant on a road side so there is not much parking for cars but no problem for motorcycles. Food are...More
rn137025824,"Reviewed August 12, 2012 ", Kata Beach,The Ship Inn,"I had a very good stay at this hotel. The staff were very friendly and the food was good. The place is exceptionally clean, both in the rooms and the bar area. I had a fantastic Sunday Lunch and in the morning a terrific breakfast....More"
rn136781523,"Reviewed August 9, 2012 ", Kata Beach,The Ship Inn,Loved Everything from the food down to the service! Definitely looking forward for our next visit. Must try everything!
rn136690867,"Reviewed August 8, 2012 ", Kata Beach,The Ship Inn,"Went here for Sunday lunch which had the standard fare of roast potatoes, boiled veg, meat for about 150-200odd Bhat. But we r in Thailand so just a once off."
rn134965296,"Reviewed July 21, 2012 ", Kata Beach,The Ship Inn,"This used to be a great christmas lunch venue, needs some love,care and investment !"
rn134659817,"Reviewed July 17, 2012 ", Kata Beach,The Ship Inn,"This bar has been set up in the British tradition and warmth. Good range of beverages and nice quiet location. Cable TV for worldwide sports and great food ... both Thai and European ... even Fish and Chips, pommy style."
rn182623608,"Reviewed October 27, 2013 ", Kata Beach,The Ship Inn,THis is a really good bar its new and the owners are really nice young couple. Its new like I said so not many know about it sometimes it can be quite but hopefully by high sean everyone will know where it is as it...More
rn178909781,"Reviewed September 27, 2013 ", Kata Beach,The Ship Inn,"Their penang with chicken is very tasty! Try it. Thai-food has reasonable prices, foreign food is pricy (in general 250 baht). Worth a try!"
rn172441369,"Reviewed August 15, 2013 ", Kata Beach,The Ship Inn,"Ate here several times over 3 weeks. Very friendly staff. Excellent food, largest baked potato I've seen and perfectly cooked. Good mix of food on menu. Quick service. No problem getting food to carryout. Even sell cider!"
rn162588761,"Reviewed May 31, 2013 ", Kata Beach,The Ship Inn,English style pub hangout for expats and tourists. Friendly staff serving drinkable cold wine and beer. Thai food reasonably priced and good for a snack or lunch. Nice place to just sit and drink and get off the beach and out of the sun. Has...More
rn162261493,"Reviewed May 29, 2013 ", Kata Beach,The Ship Inn,"i often go in here for sunday roast beef or lamb ,good food.reasonable price . they have a happy hr bar too.so the beer is very reasonable ."
rn158999114,"Reviewed April 27, 2013 ", Kata Beach,The Ship Inn,"I didn't like the look of it, as it looked too much like an English pub, but the Thai food was lovely, Good service, good food and good price.."
rn153616207,"Reviewed March 3, 2013 ", Kata Beach,The Ship Inn,This is a great pub with a good selection of drinks including ciders. there is a proper bar and bar stools to sit and have a drink and a chat at. Best to wait for Steve to be around for a good expat conversation and...More
rn425222600,"Reviewed October 5, 2016 ", Kata Beach,Pim's Place,Awesome thai food and cocktails cool 80s music and played darts while sippibg cocktails. Had really tasty steamed snapper so cheap and great value
rn416071788,"Reviewed September 8, 2016 ", Kata Beach,Pim's Place,"Had a great meal here, their massaman curries are delicious and the kids loved the pizza. (and playing connect 4 at the table whilst waiting for the food). The owner/manager was really friendly, and the lemon juice/smoothie was great. We also got takeaway one night...More"
rn401027702,"Reviewed August 3, 2016 ", Kata Beach,Pim's Place,"Only had Pizza here so can't really say anything about the rest.
Pizza is very good indeed loads of cheese and huge. Almost impossible to finish yourself perfect for 2.
This pizza can be ordered in many bars in Kamala so well easy. Can also...More"
rn399993051,"Reviewed August 1, 2016 ", Kata Beach,Pim's Place,"I am addicted to the super thin crust now, wish they would have these swedish crusts in Europe too haha. The tomato sauce was spot on, and the size makes it worth the money."
rn398390468,"Reviewed July 28, 2016 ", Kata Beach,Pim's Place,We have walked past this premises on a number of occasions with just the cursory glance. Seemed dingy until we walked past and all lights were ablaze and the place looked transformed. Decided to have a look at the menu and noted the varied range...More
rn396493300,"Reviewed July 25, 2016 ", Kata Beach,Pim's Place,"Went here several times with my family when we stayed near Kamala Beach! We love the friendly staff, and the food is tasty and affordable. We ate in and carried out and both were great! Would definitely recommend eating here. <f0><U+009F><U+0098><U+008A>"
rn390932738,"Reviewed July 10, 2016 ", Kata Beach,Pim's Place,"Friendly staff, good drinks! Stayed at sunwing kamala beach and found this place on the main road. Bland annat svensktalande ?are som hade sk?a historier!"
rn385130207,"Reviewed June 22, 2016 ", Kata Beach,Pim's Place,"Had the ""Big Breakfast"" for B200. The photo in the menu said it was suppose have 2 eggs sunny side up and to include some baked beans. The eggs came fried over and never got beans. Everything was prepared well and did taste ok.
The...More"
rn349987325,"Reviewed February 22, 2016 ", Kata Beach,Pim's Place,Me and my buddies were searching for pizza delivery place found this wannabe restaurant and made an order for Seafood and Meat pizzas. The guy said that he would call us back when he will be leaving restaurant with our pizzas (we dealt to meet...More
rn346826022,"Reviewed February 11, 2016 ", Kata Beach,Pim's Place,I just pulled over on the side of the road and found this place. The food was good and the atmosphere was decent. I have nothing but good things to say about this restaurant and the service was pretty good. Not a bad choice bear...More
rn342507503,"Reviewed January 24, 2016 ", Kata Beach,Pim's Place,"My family of four ate hear twice during our stay in Kamala. The location is not fantastic, but the food certainly is! We enjoyed the pizza, the fish and chips, and the ""big wrap."" The big wrap is a HUGE wrap filled with curry chicken,...More"
rn534522638,"Reviewed October 20, 2017 ", Kata Beach,Pim's Place,Had a tasty Noodle soup! had a Pizza and it was soon good!! I even got a Cosmo... awesome and very cheap!!!
rn332214925,"Reviewed December 11, 2015 ", Kata Beach,Red Snapper,"Best Japanese and Italian food that I have ever tasted in Kata Phuket with my family.Good service for the very fresh and delicious food..sushi, pasta....Especially reasonable price. Certainly we come back again for our excellent meal every time we visit Phuket."
rn331697797,"Reviewed December 9, 2015 ", Kata Beach,Red Snapper,"The menu said Japanese/Italian...A strange combination....The meal was barely edible...I had Lasagne, it was a child size portion and very average, my wife had chicken teriyaki, it was mostly fat and very little teriyaki sauce, and my son had Chicken Curry, once again, full of...More"
rn331366649,"Reviewed December 8, 2015 ", Kata Beach,Red Snapper,Stopped by here for lunch as we felt like having some sashimi and some ramen. I was intrigued by the japanese-italian connection which is a first for me. The place was just getting ready to open after being closed for a few days. It does...More
rn327930605,"Reviewed November 19, 2015 ", Kata Beach,Red Snapper,Good food with a diverse menu but you better have plenty of time to wait. Meal comes before apetizer. 3 people all served about 15 minutes or more apart.
rn321592669,"Reviewed October 25, 2015 ", Kata Beach,Red Snapper,As others have said we were a bit dubious about a Japanese/Italian combo but the food was incredible. We all chose exclusively Japanese dishes so can't comment on the Italian side of it but the food we had was amazing. Everything was beautifully presented and...More
rn321298266,"Reviewed October 24, 2015 ", Kata Beach,Red Snapper,This may seem a strange combination Japanese/Italian but it is a 'must do' while in Kata. We had a fabulous evening with great cocktails and the food was simply delicious . Great service also . Highly recommend !
rn320593193,"Reviewed October 21, 2015 ", Kata Beach,Red Snapper,"Everytime I visit Kata, I go to this restaurant 3 or 4 times. One of my favourites. Friendly staff, lovely Italian and Japanes food. Can get busy, but you can sit in the bar next door, order food and they bring it to you.More"
rn318902802,"Reviewed October 15, 2015 ", Kata Beach,Red Snapper,"Upon first seeing the Red Snapper, I was completely dismissive because of the sign, ""Italian and Japanese"" restaurant. How can a Japanese also be an Italian???
Well thankfully my love for Japanese food got the better of me and I decided to give it a...More"
rn341124591,"Reviewed January 19, 2016 ", Kata Beach,Red Snapper,"Leaving the night market we crossed the road to take an outdoor table at the red snapper. Sadly, we should have kept walking as the experience was amongst the worst in restaurants we used in Kate. Maybe a place that advertises itself as an Italian-Japonese...More"
rn338852943,"Reviewed January 10, 2016 ", Kata Beach,Red Snapper,"Terrible service, poor food, not even that cheap, just don't bother. We were lured in by the promise of good Japanese food. Bad mistake on our part."
rn337389344,"Reviewed January 4, 2016 ", Kata Beach,Red Snapper,"The restaurant had a Japanese & Italien profile. We tried two different sushi rolls, the fish were ok, tasted as sushi at a random place at home. We also tried the grilled tuna steak, was not seasoned at all, had better tuna steaks elsewere. However...More"
rn336348358,"Reviewed December 31, 2015 ", Kata Beach,Red Snapper,"Do not go here. We tried this restaurant for new years eve, my drink didn't arrive with my husbands and daughters. I asked for it 3 Times and it came 40mins later. Our food arrived at different times too mine arriving 1hr 05min after I...More"
rn335642592,"Reviewed December 29, 2015 ", Kata Beach,Red Snapper,The food is good but the service is horrible. We were 3 persons and it took at least 15 minutes between every dish to come out. A restaurant should deliver all the dishes at once or with a short time between them. Not one at...More
rn443023391,"Reviewed December 9, 2016 ", Kata Beach,Wine Connection Bar & Grill - Kata Beach,"The place is much cleaner and neater than most local restaurants. Food is rather good, the menu is attractive and affordable (wine list is another story, but that's always not cheap). The vibe is pleasant and dynamic. Recommend for a change for a night out...More"
rn441899543,"Reviewed December 4, 2016 ", Kata Beach,Wine Connection Bar & Grill - Kata Beach,Me and my girlfriend was recommended this restaurant by someone so we thought we would give it a go. This place is fine dining without the price tag. Everything we ordered was extremely good. Very happy customers.
rn441879172,"Reviewed December 4, 2016 ", Kata Beach,Wine Connection Bar & Grill - Kata Beach,We chose this restaurant because we had an excellent dinner at wine connection Koh Samui where the staff and food was great. Now we had to be disappointed. The food was tasteless and the staff weren't fully aware of the alternatives. Such a shame because...More
rn441637197,"Reviewed December 2, 2016 ", Kata Beach,Wine Connection Bar & Grill - Kata Beach,"We spotted the restaurant as we wandered back to our hotel and liked the contemporary look. They offer a set lunch between 1200 and 1400 comprising a starter or dessert with a main course (pizza or pasta) for 249thb.
We both chose the caesar salad...More"
rn453611473,"Reviewed January 20, 2017 ", Kata Beach,Wine Connection Bar & Grill - Kata Beach,"I liked the taste of the food, the night that we went to the resturant was a bit and service a bit poor, but that didnt make any difference to me at the time.More"
rn453115211,"Reviewed January 18, 2017 ", Kata Beach,Wine Connection Bar & Grill - Kata Beach,"Hello, must improve quality and train staff how to serve a good glass of Wine , take care of the Wine temperature Good meatMore"
rn453052086,"Reviewed January 18, 2017 ", Kata Beach,Wine Connection Bar & Grill - Kata Beach,"excellent service and good food
Used to wine connection in Thailand & Singapore, this one is one of the best."
rn453011077,"Reviewed January 18, 2017 ", Kata Beach,Wine Connection Bar & Grill - Kata Beach,"We ate at this restaurant after eating so many Thai-meals. Their pizzas and pastas are okay, but their wine menu is great. Finally I found restaurant where to drink good Sauvignon Blanc from New Zeeland and their prices are not bad. They also have good...More"
rn452750111,"Reviewed January 17, 2017 ", Kata Beach,Wine Connection Bar & Grill - Kata Beach,"This is a very modern, clean looking restaurant. Made a great change from the same, same menus all over the town. We enjoyed two bottles of delicious wine. The food was also very good, my pasta was a little greasy but ok. Everyone else enjoyed...More"
rn452376832,"Reviewed January 16, 2017 ", Kata Beach,Wine Connection Bar & Grill - Kata Beach,"Walked in after a recommendation from a friend we waited until our last night and boy were we disappointed , it was busy to be honest but this didn't make up for the fact we ordered two starters and before we had eaten 1/3 of...More"
rn469680173,"Reviewed March 23, 2017 ", Kata Beach,Wine Connection Bar & Grill - Kata Beach,Have been a frequent visitor to Wine Connection in Samui (despite their mandatory service charge that isn't an actual service charge - they still expect tips) and enjoyed good quality Italian food and excellent German beers at reasonable prices. So was delighted to see one...More
rn465864125,"Reviewed March 9, 2017 ", Kata Beach,Wine Connection Bar & Grill - Kata Beach,"Once again, we were tired of eating Thai food all day, every day. My husband had the Australian beef and I had the jerk chicken skewers. We also had some wines that were featured. We really enjoyed our meals, the service was quick and friendly...More"
rn465282288,"Reviewed March 7, 2017 ", Kata Beach,Wine Connection Bar & Grill - Kata Beach,I can say nothing bad about Wine Conection. Not at Katha or anywhere. Always you have special times.... But on holiday not any problem. I enjoy my dinner here.
rn465005158,"Reviewed March 6, 2017 ", Kata Beach,Wine Connection Bar & Grill - Kata Beach,"Stumbled upon this while just browsing the Kata area. Has a nice modern clean feel, which lured us in for dinner. This place is great if you need a break from Thai food. We had the garlic shrimp appetiser and ravioli with marinara sauce and...More"
rn464903025,"Reviewed March 5, 2017 ", Kata Beach,Wine Connection Bar & Grill - Kata Beach,"Very disappointed to the point we will never return to once one of our favourite restaurants. Firstly on arrival the meet and greet person at the top of the stairs when i spoke to her she completely ignored me, so i proceeded to walk in...More"
rn255148860,"Reviewed February 18, 2015 ", Kata Beach,Southern Fried Rice,I've never had better Asian food. The food was that good that I didn't even bother going anywhere else to eat. It is an absolute must visit if you're in Kata. It has a relaxing atmosphere. The food is better than what I've had in...More
rn255001686,"Reviewed February 18, 2015 ", Kata Beach,Southern Fried Rice,Truly authentic and delicious Thai food. Stayed here 5 nights and ate there for most meals because everything was always so fresh and made to order. If you're not staying at the hostel I still would highly recommend trying the restaurant for a few meals!
rn253468538,"Reviewed February 9, 2015 ", Kata Beach,Southern Fried Rice,"Awesome place to eat. Friendly staff, well priced for the area, and delicious food. The owner went out of his way to make sure we had all we needed. This Canadian approves!"
rn333808911,"Reviewed December 18, 2015 ", Kata Beach,Southern Fried Rice,We only ate here. Honestly the food was okay. The appetisers felt like they were frozen food. The meal was slightly better than average. But the owner is very helpful and friendly. He even helped us book a taxi to share with his guest for...More
rn333604330,"Reviewed December 17, 2015 ", Kata Beach,Southern Fried Rice,"We tried several places but always came back to Southern Fried Rice. The pad thai, Penang chicken curry and fresh home made spring rolls are my favorites. I tried these dishes at other restaurants but SFR sets the bench-mark for deliciousness!
Treat yourself and your...More"
rn417108423,"Reviewed September 11, 2016 ", Kata Beach,Southern Fried Rice,"We read the good reviews on Trip Advisor and ended eating there twice. We had great Thai food which was greatly cooked and really affordable. Really nice atmosphere, great owner and lovely staff. Defently coming back when in Phuket!"
rn409136202,"Reviewed August 23, 2016 ", Kata Beach,Southern Fried Rice,Fried Rice restaurant is a family owned location that provides good service and good food at a very reasonable price. All food is good but I highly recommend their Banana Pancake for a great breakfast.
rn406146294,"Reviewed August 16, 2016 ", Kata Beach,Southern Fried Rice,"We did not have the pleasure of staying here, but we stopped by for dinner and it was fantastic! We had been struggling to find authentic Thai food in the Kata beach area and were very pleased to find this gem. Too bad it was...More"
rn402435234,"Reviewed August 7, 2016 ", Kata Beach,Southern Fried Rice,"My husband and I ate several Thai meals here during our stay in Kata Beach. At 99 baht for Thai meals (89 in low season) Southern Fried Rice is very affordable for Phuket! We searched the area well to find the cheapest option, and not...More"
rn401553371,"Reviewed August 4, 2016 ", Kata Beach,Southern Fried Rice,Came here after reading other reviews about this restaurant. The food was excellent and cheap. They know how to perfectly cater for vegetarians. Also have pleanty of games to keep kids occupied whilst you're eating dinner which was great! !
rn392858520,"Reviewed July 15, 2016 ", Kata Beach,Southern Fried Rice,Had some green curry and a chicken rice extremely good and for only 89B. Service is fast and beer is cold. Overall the thai food is just Delicious! Also there's a pool table. Well worth it. They also have a hostel and scooter rental all...More
rn446065787,"Reviewed December 22, 2016 ", Kata Beach,Southern Fried Rice,"We dined here near the end of our trip and were looking for one last Thai meal. The food was average for the area, nothing too exciting."
rn576440861,Reviewed 3 weeks ago , Nai Harn,Surin Chill House,Loved our experience at the Surin Chill House during our stay at a major hotel nearby. Our first meal at the hotel left a lot to be desired so we went to the Chill House the next night and ended up becoming repeat customers. The...More
rn575313992,Reviewed 3 weeks ago , Nai Harn,Surin Chill House,"The owner of the bar spent about 2 hours talking to us when we went down there for drinks (really good music playing!). Told us all about Thailand, tourism in Thailand, his hostel etc.
Really clean place, really good food, very friendly staff, he was...More"
rn567222872,"Reviewed March 18, 2018 ", Nai Harn,Surin Chill House,"Big portions , good service in prime time overcrowded so booking preferable . Prices are normal without hidden 17% service and taxes. Suggest to order only Thai menu cause for western cuisine you can find better places in this area ."
rn566220305,"Reviewed March 13, 2018 ", Nai Harn,Surin Chill House,"We recently spent 5 weeks in Surin beach and made Surin Chill House our regular stop (3 of 5 nights a week). The Thai food was exceptional. Great ingredients, healthy portions, and heat/chili to your preference. We like Thai spicy and we got it! We...More"
rn563786464,"Reviewed March 2, 2018 ", Nai Harn,Surin Chill House,"There are so many other good places out there. Sure, the prices are ok, but the food is very poor. I ordered the tenderloin, which was more like a shoe sole than a tender piece of meat. Might as well drop a little more on...More"
rn561119558,"Reviewed February 17, 2018 ", Nai Harn,Surin Chill House,"We ate at the Chill House for most evenings of our stay on Phuket. There is a choice of two menus, Thai and International. The food is lovely, the portions large and the staff very friendly. The prices are very good too! It is a...More"
rn560737132,"Reviewed February 15, 2018 ", Nai Harn,Surin Chill House,"A cosy place, not very thai-like, but fantastic food and great service.
The two children loved their food - spaghetti and pancakes."
rn560373648,"Reviewed February 13, 2018 ", Nai Harn,Surin Chill House,"Nice place to be around Surin beach. They have got a pleasant AC some of the restaurants around haven? got it yet.
Food is nice (tried Thai) and not pricy: dessert also nice, something quite rare.
Menu little short, but if you go there you...More"
rn549106665,"Reviewed December 25, 2017 ", Nai Harn,Surin Chill House,"Best place for breakfast in Surin Beach, also good sandwiches and Thai dishes offered for lunch and dinner. Great quality and fair prices. Excellent service! Highly recommended"
rn549076788,"Reviewed December 24, 2017 ", Nai Harn,Surin Chill House,"Chicken satay was so delicious and tender. Green curry was fresh with just the right amount of spice. Coffee was also really good, a must visit if in Surin Beach."
rn548804737,"Reviewed December 22, 2017 ", Nai Harn,Surin Chill House,"Friendly staff with good english. Excellent menu choices. Good food. Generous serves. can recommend stir fries, mossaman curries, green and red curries. House wine good."
rn548614137,"Reviewed December 22, 2017 ", Nai Harn,Surin Chill House,"Good Pad Thai, OK papaya salad, decent prices (~600 Bhat, including a liter of draught beer). Would definitely go back here!"
rn548542042,"Reviewed December 21, 2017 ", Nai Harn,Surin Chill House,"I? writing this as we sit in the restaurant and watch our 10 year old devour her chocolate lava cake;). We had coconut lemongrass soup, fried rice, spaghetti, milkshakes, coffee, and the lava cake all for under $30. The food was all delicious with generous...More"
rn547337136,"Reviewed December 15, 2017 ", Nai Harn,Surin Chill House,"A lovely warm welcome back from the owner Pak, (previously from Blue Marlin), this very friendly air conditioned restaurant serves excellent Thai food with very generous portions. Everything we ate was delicious, shrimp fish cakes, chicken with cashew nuts, stir fried mixed vegetables and wide...More"
rn581339235,Reviewed yesterday , Nai Harn,Rock Salt,"Really good menu selection and great service. Right on Nai Harn beach, amazing view. Exceptional staff, great price and good portions too."
rn581177928,Reviewed yesterday , Nai Harn,Rock Salt,"The most beautiful view in Phuket! Delicious disches! The staff is very polite and attentive. Thank you, our dear Tangmo for your kindness, inventiveness and beautiful smile!"
rn580653279,Reviewed 4 days ago , Nai Harn,Rock Salt,This is unquestionably a high end restaurant offering Thai food with a twist - and a fit representative for the Nai Harm Resort. But do not compare with some of the unpretentious plazes outside of the resort - as they come in very very close...More
rn580582065,Reviewed 4 days ago , Nai Harn,Rock Salt,Found this beautiful lounge looking restaurant with a stunning view of Nai Harn Beach. Had few cocktails for happy hour (half price !) And some delicious food. Our waitress Jha was very kind and professional. I highly recommendcoming here for a romantic evening or just...More
rn580354640,Reviewed 5 days ago , Nai Harn,Rock Salt,Came down for a beautiful sunset and dinner at rock salt and wow what a place. Food was outstanding along with the service. Tangmo was especially welcoming and very helpful with menu decisions. Definitely recommend the place for a great evening.
rn579642979,Reviewed 1 week ago , Nai Harn,Rock Salt,"Amazing food! The food was really unique and quality is top notch, even the ketchup seemed to be home made.
Tangomo and the rest of the crew is lovely, service was very good. A must!
<U+05D0><U+05D5><U+05DB><U+05DC> <U+05D1><U+05E8><U+05DE><U+05EA> <U+05DE><U+05E1><U+05E2><U+05D3><U+05EA> <U+05E9><U+05E3> <U+05DE><U+05E2><U+05D5><U+05DC><U+05D4> <U+05D1><U+05D0><U+05E8><U+05E5>, <U+05E1><U+05D5><U+05E4><U+05E8> <U+05DE><U+05D5><U+05DE><U+05DC><U+05E5>!"
rn578984712,Reviewed 1 week ago , Nai Harn,Rock Salt,Great staff and music! Amazing food if you want variety. Great drinks with happy hour from 5:30-630. Views of ocean. <U+2600><U+FE0F>Long Island will get ya.
rn578788150,Reviewed 1 week ago , Nai Harn,Rock Salt,"We were very enjoyed our dinner! The seafood is fantastic. Very beautiful place. Very pleasant to stay so close to the sea. Recommended. Staff nice, especially Tarn."
rn578778958,Reviewed 1 week ago , Nai Harn,Rock Salt,"Such a nice atmosphere near prom tep cape, All of the staff was so friendly and seafood is so fresh and fantastic."
rn578227365,Reviewed 2 weeks ago , Nai Harn,Rock Salt,"Good food, amazing location and nice view. You can see a view of Naiharn beach, cape phromthep and enjoy good music here."
rn578063396,Reviewed 2 weeks ago , Nai Harn,Rock Salt,"When Thai refinement is at the service of gastronomy
An impeccable welcome in a beautiful setting.
The food is excellent, and varied.
I had a great time with you.
A special dedication to Tangmo (watermelon) to whom I wish an excellent trip to France, wishing...More"
rn576217504,Reviewed 3 weeks ago , Nai Harn,Rock Salt,Rock Salt was one of the highlights of our trip to Thailand. We really enjoyed the atmosphere & the food was outstanding. Thank you Tangmo for looking after us so well.
rn575819665,Reviewed 3 weeks ago , Nai Harn,Rock Salt,"We came here for my birthday dinner, and it was a wonderful experience. They shut off all the restaurant lights and house music, and came out with a birthday cake with basically a firework on it!! The cake was chocolate mousse and amazing. And our...More"
rn575361143,Reviewed 3 weeks ago , Nai Harn,Rock Salt,Wonderful location and view for dinner and evening drinks. Happy Hour from 5.30-6.30pm each evening!! Menu wonderful and can highly recommend.
rn574985202,Reviewed 4 weeks ago , Nai Harn,Rock Salt,This is our second time in Rocksalt and never failed to satisfy me. From its view to the food and their service are all excellent. The beach burger is one of the best burger I had. Will surely come back for more. Thank you to...More
rn574978734,Reviewed 4 weeks ago , Nai Harn,Rock Salt,"i had a lovely tagiene dish , i'mvegetarian and it was really nice and tasty. They also do a nice Prosecco to go with your meal ! you may need to book as its quite small but definatelty worth a booking."
rn574659174,Reviewed 4 weeks ago , Nai Harn,Maggie & Mario's Pizzeria,"Great atmosphere, even better food en service. Very friendly staff. Pizzas are good quality and the Lasagna is my recommendation. Limocello from the house makes this visit complete."
rn571715304,"Reviewed April 7, 2018 ", Nai Harn,Maggie & Mario's Pizzeria,"Place was looking clean and having a nice ""decor"". But the food was really a farce! We ordered local bottled beer and they managed to bring warm beer!?! We asked them change them with cold ones, they gave us a bucket of ice! Then our...More"
rn571461934,"Reviewed April 6, 2018 ", Nai Harn,Maggie & Mario's Pizzeria,The best pizza and great salads too! Good service and Italian owner who enjoys making sure the guests are happy.
rn569919161,"Reviewed March 31, 2018 ", Nai Harn,Maggie & Mario's Pizzeria,"We had a delicious meal here, the pizzas are massive and we noticed everybody having half their pizza boxed up."
rn565990378,"Reviewed March 12, 2018 ", Nai Harn,Maggie & Mario's Pizzeria,Group of 8 of us came here on a suggestion. Pizza and pasta were very good and prices very fair. Waitress was attentive.
rn557742815,"Reviewed February 1, 2018 ", Nai Harn,Maggie & Mario's Pizzeria,"This is probably the best pizzeria in Nai Harn. They are so popular that they do not do reservations, it? first come, first served."
rn452059374,"Reviewed January 15, 2017 ", Nai Harn,Maggie & Mario's Pizzeria,"Every year I come back to Phuket I always eat at M&M!! The local is awesome, wonderful atmosphere and prices are totally reasonable. Let alone the pizza, surely the best of all Phuket. If you're in the island during peak season remember to go there...More"
rn447365578,"Reviewed December 28, 2016 ", Nai Harn,Maggie & Mario's Pizzeria,A very welcome surprise. Many many mediocre and expensive restaurants are the norm on Phuket and this restaurant is a very very welcome exception. We were there 3 times and both food and service are great! Be prepared to wait for a table as they...More
rn447346407,"Reviewed December 28, 2016 ", Nai Harn,Maggie & Mario's Pizzeria,We found Da Vinci had closed down... so arrived at M and M ... superb service and food.. lucky for us da Vinci was closed M and M by far superior.
rn445111338,"Reviewed December 18, 2016 ", Nai Harn,Maggie & Mario's Pizzeria,"Got there at 6:45 ppl m and jagged the last available table. Service was good but the meals were excellent. We tried pizzas, pasta, salad and 3 different desserts of which none disappointed. Chocolate Salami was a highlight!!"
rn444841368,"Reviewed December 17, 2016 ", Nai Harn,Maggie & Mario's Pizzeria,"We pulled in at 9pm and still had to wait for a table... and it was worth it! Service, food and beverages were all very good. The only bone that I have to pick is that the pizza crust, although thin, was not very crispy....More"
rn443708169,"Reviewed December 12, 2016 ", Nai Harn,Maggie & Mario's Pizzeria,"Against my desires, to please my wife, we visited a pizza/pasta restaurant in Nai Harn, I was blown away by the quality of the meal, very fresh tasty food, my favourite was the Pesto pizza, amazing taste, my wife had pasta a couple of times,...More"
rn441310409,"Reviewed December 1, 2016 ", Nai Harn,Maggie & Mario's Pizzeria,"We wanted a break from Thai food and after a day of diving, I wanted to have pizza. We passed by this place a few times by taxi and decided to come and check it out. The place was crowed with many customers. We ordered...More"
rn440409592,"Reviewed November 27, 2016 ", Nai Harn,Maggie & Mario's Pizzeria,"Friendly staff, great service and definitely the best pizza I've ever had. Some of our group had pasta which they said was equally good."
rn415344978,"Reviewed September 6, 2016 ", Nai Harn,Maggie & Mario's Pizzeria,The worst pizza in my life :( in the Seafood was sand and just few pieces.Dough Wasnt ready at all. My bf had pizza without ham just few pieces too.If u want really gut pizza go to seaside restaurant!
rn563074538,"Reviewed February 26, 2018 ", Nai Harn,CatFish Cafe,"The best thai food in Noi Harn. If you come for the thai flavors, it? a right place for you. Not for pizza lovers, not for burger lovers."
rn560155839,"Reviewed February 12, 2018 ", Nai Harn,CatFish Cafe,"Quick and delicious and healthy - live,love, eat! This cool spot is amongst many great local and diverse European restaurants and shops, down the road from Raw Fitness Gym and Hot Yoga studio. Enjoy!"
rn549221700,"Reviewed December 25, 2017 ", Nai Harn,CatFish Cafe,Often eat here every year the owner is lovely the food first class and the price is so cheap lots to choice from
rn547098512,"Reviewed December 13, 2017 ", Nai Harn,CatFish Cafe,"The owner is an absolute gem! He made up an amazing grilled chicken salad with avocado, fresh salad greens, onion, a bit of basil salsa verde on top of chicken breast that was sliced length ways, several dressing on the side, it was AWESOME!
There...More"
rn445538531,"Reviewed December 20, 2016 ", Nai Harn,CatFish Cafe,"After reading the good reviews about Catfish we were a little disappointed. The menu choices are very small and perhaps we picked badly, but our chilli chicken with steamed rice had a rather strange taste to it and the whole meal was a bit bland....More"
rn443760645,"Reviewed December 12, 2016 ", Nai Harn,CatFish Cafe,That's now our fourth time in nai harn and we love to eat at the catfish. We come here a lot of times during our holidays. Every dish is perfectly prepared. Thai food is very good and quite cheap. Also spaghetti are very good. We...More
rn443634480,"Reviewed December 11, 2016 ", Nai Harn,CatFish Cafe,"Really good place, especially to chill with friends - fair price, relaxed environment & good food
Easy parking & friendly service"
rn442741260,"Reviewed December 7, 2016 ", Nai Harn,CatFish Cafe,"Having lived in Thailand for a few years, i consider myself pretty savvy when it comes to what is considered good Thai food. After reading that Catfish serves the only good and authentic Thai food around Nai Harn my wife and i had high expectations......More"
rn441666714,"Reviewed December 2, 2016 ", Nai Harn,CatFish Cafe,"This cafe deserves all the great reviews it receives!!! Every dish we tried was fresh and delicious (could not say that about a lot of the restaurants in this area). Cheap and cheerful, the owner is also very welcoming."
rn441069178,"Reviewed November 30, 2016 ", Nai Harn,CatFish Cafe,"The best food we had in Nai Harn.
Everywhere else did not serve authentic Thai food and this was perfect for what we were looking for.
Host was very friendly and made sure we were happy!
Recommend!"
rn549038177,"Reviewed December 24, 2017 ", Nai Harn,Portofino Ristrorante &Pizzeria,First night I the area and after a long day of travel from Bangkok felt like some none Thai food. Came across this restaurant via Trip Advisor not too far from our accommodation. It had a decent car park behind the property which was useful....More
